establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
CLAIRMONT CAFE,"1800 CENTURY PLACE, SUITE 120",ATLANTA,11,30,AM,12,45,PM,2015-01-16,Kyung Suk Oh,Routine,2,883430,100,A,Food,2015-01-16T11:30:00Z,2015-01-16T12:45:00Z,1.25
CLAIRMONT PLACE,2100 CLAIRMONT LAKE,DECATUR,11,15,AM,12,40,PM,2015-08-19,Christie Rajack,Routine,2,444296,96,A,Food,2015-08-19T11:15:00Z,2015-08-19T12:40:00Z,1.4166666666666667
CLAIRMONT PLACE,2100 CLAIRMONT LAKE,DECATUR,8,50,AM,11,25,AM,2014-11-26,Christine Rajack,Routine,2,444296,97,A,Food,2014-11-26T08:50:00Z,2014-11-26T11:25:00Z,2.5833333333333335
CLARA MOHAMMED SCHOOL,735 FAYETTEVILLE ROAD,ATLANTA,10,30,AM,12,0,PM,2015-10-13,Courtney A. Wansley,Routine,2,664095,89,B,Food,2015-10-13T10:30:00Z,2015-10-13T12:00:00Z,1.5
CLARA MOHAMMED SCHOOL,735 FAYETTEVILLE ROAD,ATLANTA,12,0,PM,1,15,PM,2015-04-01,Angela Delaney,Routine,2,664095,92,A,Food,2015-04-01T12:00:00Z,2015-04-01T13:15:00Z,1.25
CLARA MOHAMMED SCHOOL,735 FAYETTEVILLE ROAD,ATLANTA,9,10,AM,11,0,AM,2014-12-09,Angela B. Delaney,Routine,2,664095,91,A,Food,2014-12-09T09:10:00Z,2014-12-09T11:00:00Z,1.8333333333333333
CLARION HOTEL,2001 CLEARVIEW AVENUE,DORAVILLE,8,50,AM,12,20,PM,2015-03-19,Traci Powers,Routine,2,448223,81,B,Food,2015-03-19T08:50:00Z,2015-03-19T12:20:00Z,3.5
CLARKSTON HIGH SCHOOL,618 NORTH INDIAN CREEK DRIVE,CLARKSTON,11,30,AM,12,55,PM,2015-08-27,Shelia Bradford,Routine,2,660105,90,A,Food,2015-08-27T11:30:00Z,2015-08-27T12:55:00Z,1.4166666666666667
CLARKSTON HIGH SCHOOL,618 NORTH INDIAN CREEK DRIVE,CLARKSTON,11,20,AM,1,50,PM,2015-02-23,Shelia Bradford,Routine,2,660105,89,B,Food,2015-02-23T11:20:00Z,2015-02-23T13:50:00Z,2.5
CLUB BLAZE,3438 MORELAND AVENUE,CONLEY,1,35,PM,3,35,PM,2015-08-31,Danica Carter,Follow-Up,2,446286,71,C,Food,2015-08-31T13:35:00Z,2015-08-31T15:35:00Z,2
CLUB BLAZE,3438 MORELAND AVENUE,CONLEY,2,0,PM,4,30,PM,2015-07-14,NOT IN COMPLIANCE,Routine,2,446286,75,C,Food,2015-07-14T14:00:00Z,2015-07-14T16:30:00Z,2.5
CLUB BLAZE,3438 MORELAND AVENUE,CONLEY,12,50,PM,3,0,PM,2015-01-23,not in compliance-10 day deadline to register,Routine,2,446286,81,B,Food,2015-01-23T12:50:00Z,2015-01-23T15:00:00Z,2.1666666666666665
COCO CABANA,"4073 LAVISTA ROAD, SUITE 323",TUCKER,1,50,PM,3,10,PM,2015-06-10,Joel Correoso,Follow-Up,2,885999,91,A,Food,2015-06-10T13:50:00Z,2015-06-10T15:10:00Z,1.3333333333333333
COCO CABANA,"4073 LAVISTA ROAD, SUITE 323",TUCKER,11,15,AM,1,45,PM,2015-04-15,Joel Ferrer Correoso,Routine,2,885999,71,C,Food,2015-04-15T11:15:00Z,2015-04-15T13:45:00Z,2.5
COFFEE SHOP KIOSK AT KROGER FOOD STORE GA 459,2875 NORTH DECATUR ROAD,DECATUR,11,0,AM,12,15,PM,2015-08-04,None Posted,Routine,1,886808,87,B,Food,2015-08-04T11:00:00Z,2015-08-04T12:15:00Z,1.25
COFFEE SHOP KIOSK AT KROGER FOOD STORE GA 459,2875 NORTH DECATUR ROAD,DECATUR,7,15,AM,8,0,AM,2015-06-26,Christian Crawford,Initial,1,886808,96,A,Food,2015-06-26T07:15:00Z,2015-06-26T08:00:00Z,0.75
COLD STONE CREAMERY / BLIMPIE,1270 ASHFORD CROSSING,ATLANTA,11,40,AM,1,20,PM,2015-08-13,Terrence J Jenkins (11/12/15),Routine,1,886297,89,B,Food,2015-08-13T11:40:00Z,2015-08-13T13:20:00Z,1.6666666666666667
COLD STONE CREAMERY / BLIMPIE,1270 ASHFORD CROSSING,ATLANTA,1,15,PM,4,0,PM,2015-03-04,Terrence J Jenkins (11/12/15),Routine,1,886297,83,B,Food,2015-03-04T13:15:00Z,2015-03-04T16:00:00Z,2.75
COLLEGE HEIGHTS EARLY CHILDHOOD LEARNING CENTER,917 SOUTH MCDONOUGH STREET,DECATUR,8,0,AM,9,30,AM,2015-09-25,April Dorsey,Routine,2,881450,100,A,Food,2015-09-25T08:00:00Z,2015-09-25T09:30:00Z,1.5
COLLEGE HEIGHTS EARLY CHILDHOOD LEARNING CENTER,917 SOUTH MCDONOUGH STREET,DECATUR,12,0,PM,1,30,PM,2015-03-05,April Dorsey (6/5/18),Routine,2,881450,96,A,Food,2015-03-05T12:00:00Z,2015-03-05T13:30:00Z,1.5
COLOSSUS PIZZA,4369 HUGH HOWELL ROAD,TUCKER,2,45,PM,4,0,PM,2015-06-11,Brenden Lynch,Routine,3,887474,87,B,Food,2015-06-11T14:45:00Z,2015-06-11T16:00:00Z,1.25
COLOSSUS PIZZA,4369 HUGH HOWELL ROAD,TUCKER,11,50,AM,1,20,PM,2015-05-11,Jeremy Eorod,Initial,3,887474,96,A,Food,2015-05-11T11:50:00Z,2015-05-11T13:20:00Z,1.5
COLUMBIA ELEMENTARY SCHOOL,3230 COLUMBIA WOODS DRIVE,DECATUR,7,35,AM,9,20,AM,2015-09-15,Willie L. Whitehead exp 8/20/19,Routine,2,660035,89,B,Food,2015-09-15T07:35:00Z,2015-09-15T09:20:00Z,1.75
COLUMBIA ELEMENTARY SCHOOL,3230 COLUMBIA WOODS DRIVE,DECATUR,7,45,AM,9,25,AM,2015-03-18,Willie L. Whitehead,Routine,2,660035,90,A,Food,2015-03-18T07:45:00Z,2015-03-18T09:25:00Z,1.6666666666666667
COLUMBIA HIGH SCHOOL,2106 COLUMBIA DRIVE,DECATUR,7,20,AM,9,25,AM,2015-10-30,Desiree R. Ekanemesang,Routine,2,660106,98,A,Food,2015-10-30T07:20:00Z,2015-10-30T09:25:00Z,2.0833333333333335
COLUMBIA HIGH SCHOOL,2106 COLUMBIA DRIVE,DECATUR,10,15,AM,12,35,PM,2015-04-29,Ervin Reeder,Routine,2,660106,91,A,Food,2015-04-29T10:15:00Z,2015-04-29T12:35:00Z,2.3333333333333335
COLUMBIA HIGH SCHOOL,2106 COLUMBIA DRIVE,DECATUR,11,5,AM,2,0,PM,2014-12-10,Ervin Reeder,Routine,2,660106,94,A,Food,2014-12-10T11:05:00Z,2014-12-10T14:00:00Z,2.9166666666666665
COLUMBIA MIDDLE SCHOOL,3001 COLUMBIA DRIVE,DECATUR,7,45,AM,9,45,AM,2015-10-02,Deborah Love,Routine,2,668987,89,B,Food,2015-10-02T07:45:00Z,2015-10-02T09:45:00Z,2
COLUMBIA MIDDLE SCHOOL,3001 COLUMBIA DRIVE,DECATUR,7,45,AM,10,0,AM,2015-03-25,Deborah Love,Routine,2,668987,90,A,Food,2015-03-25T07:45:00Z,2015-03-25T10:00:00Z,2.25
COLUMBIA MIDDLE SCHOOL,3001 COLUMBIA DRIVE,DECATUR,8,30,AM,10,40,AM,2014-12-02,Deborah R. Love,Routine,2,668987,81,B,Food,2014-12-02T08:30:00Z,2014-12-02T10:40:00Z,2.1666666666666665
COLUMBIA THEOLOGICAL SEMINARY,701 COLUMBIA DRIVE,DECATUR,3,40,PM,5,0,PM,2015-02-09,William Altman,Routine,2,446221,100,A,Food,2015-02-09T15:40:00Z,2015-02-09T17:00:00Z,1.3333333333333333
COM DUNWOODY VIETNAMESE GRILL FUSION,"5486 CHAMBLEE DUNWODY ROAD, SUITE C -13",DUNWOODY,12,45,PM,2,20,PM,2015-09-08,Nicole Meftah 08/27/2020,Routine,2,884622,92,A,Food,2015-09-08T12:45:00Z,2015-09-08T14:20:00Z,1.5833333333333333
COM DUNWOODY VIETNAMESE GRILL FUSION,"5486 CHAMBLEE DUNWODY ROAD, SUITE C -13",DUNWOODY,11,50,AM,1,55,PM,2015-05-07,Expired Serve Safe,Routine,2,884622,83,B,Food,2015-05-07T11:50:00Z,2015-05-07T13:55:00Z,2.0833333333333335
"COM, VIETNAMESE GRILL RESTAURANT",4005-E BUFORD HIGHWAY,ATLANTA,1,0,PM,3,15,PM,2015-10-27,Duc Tran,Routine,2,881541,82,B,Food,2015-10-27T13:00:00Z,2015-10-27T15:15:00Z,2.25
"COM, VIETNAMESE GRILL RESTAURANT",4005-E BUFORD HIGHWAY,ATLANTA,11,50,AM,1,50,PM,2015-05-20,Duc Tran,Follow-Up,3,881541,88,B,Food,2015-05-20T11:50:00Z,2015-05-20T13:50:00Z,2
"COM, VIETNAMESE GRILL RESTAURANT",4005-E BUFORD HIGHWAY,ATLANTA,1,35,PM,4,20,PM,2015-05-13,Duc Tran,Routine,2,881541,33,U,Food,2015-05-13T13:35:00Z,2015-05-13T16:20:00Z,2.75
COMFORT SUITES-NORTHLAKE,2060 CRESCENT CENTRE BOULEVARD,TUCKER,8,25,AM,9,25,AM,2015-06-22,Byron Kelly,Routine,1,881047,87,B,Food,2015-06-22T08:25:00Z,2015-06-22T09:25:00Z,1
COMMISSARY,STONE MOUNTAIN PARK,STONE MOUNTAIN,12,50,PM,2,20,PM,2015-08-21,Kristie Richards,Routine,3,447341,92,A,Food,2015-08-21T12:50:00Z,2015-08-21T14:20:00Z,1.5
COMMONS,4021 STONEWALL JACKSON DRIVE,STONE MOUNTAIN,11,45,AM,2,0,PM,2015-03-30,Ida Bouyer,Routine,3,447376,85,B,Food,2015-03-30T11:45:00Z,2015-03-30T14:00:00Z,2.25
COMMUNITY Q,1361 CLAIRMONT ROAD,DECATUR,2,20,PM,3,30,PM,2015-10-21,Paul Roberts 07/11/17,Routine,2,884746,99,A,Food,2015-10-21T14:20:00Z,2015-10-21T15:30:00Z,1.1666666666666667
COMMUNITY Q,1361 CLAIRMONT ROAD,DECATUR,1,0,PM,2,35,PM,2015-02-24,Stuart Baesel,Routine,2,884746,95,A,Food,2015-02-24T13:00:00Z,2015-02-24T14:35:00Z,1.5833333333333333
CONCH CITY SEAFOOD,5651 MEMORIAL DRIVE,STONE MOUNTAIN,12,15,PM,2,10,PM,2015-08-24,James Murray,Follow-Up,2,887544,80,B,Food,2015-08-24T12:15:00Z,2015-08-24T14:10:00Z,1.9166666666666667
CONCH CITY SEAFOOD,5651 MEMORIAL DRIVE,STONE MOUNTAIN,11,25,AM,1,50,PM,2015-07-29,James Murray,Routine,2,887544,76,C,Food,2015-07-29T11:25:00Z,2015-07-29T13:50:00Z,2.4166666666666665
CONCH CITY SEAFOOD,5651 MEMORIAL DRIVE,STONE MOUNTAIN,3,0,PM,4,25,PM,2015-05-29,James Murray,Initial,2,887544,96,A,Food,2015-05-29T15:00:00Z,2015-05-29T16:25:00Z,1.4166666666666667
CONGREGATION BETH JACOB (SYNAGOGUE),"1855 LAVISTA ROAD, NE",ATLANTA,11,55,AM,1,10,PM,2015-04-15,Ryan C. Langlindis,Routine,2,449616,95,A,Food,2015-04-15T11:55:00Z,2015-04-15T13:10:00Z,1.25
CONSTANT LOVE ADULT DAY CARE,4105 BRIARCLIFF ROAD NE,ATLANTA,1,20,PM,1,50,PM,2015-04-22,Kevin St. Clair,Routine,2,885771,100,A,Food,2015-04-22T13:20:00Z,2015-04-22T13:50:00Z,0.5
CONTIGO PERU #2,3567 CHAMBLEE DUNWOODY ROAD,CHAMBLEE,3,30,PM,4,45,PM,2015-09-14,Lorenzo Rodriguez,Routine,2,447990,97,A,Food,2015-09-14T15:30:00Z,2015-09-14T16:45:00Z,1.25
CONTIGO PERU #2,3567 CHAMBLEE DUNWOODY ROAD,CHAMBLEE,2,15,PM,4,0,PM,2015-03-12,Lorenzo Rodriguez,Routine,2,447990,94,A,Food,2015-03-12T14:15:00Z,2015-03-12T16:00:00Z,1.75
COOK OUT,2790 PANOLA ROAD,LITHONIA,3,10,PM,4,30,PM,2015-05-26,"by June 13, 2015",Routine,2,887277,91,A,Food,2015-05-26T15:10:00Z,2015-05-26T16:30:00Z,1.3333333333333333
COOK OUT,2790 PANOLA ROAD,LITHONIA,7,55,AM,8,35,AM,2015-03-13,within 90 days,Initial,2,887277,99,A,Food,2015-03-13T07:55:00Z,2015-03-13T08:35:00Z,0.6666666666666666
CORALWOOD ELEMENTARY,2477 CORALWOOD DRIVE,DECATUR,10,20,AM,11,25,AM,2015-10-20,Sonja Smiley,Routine,2,881212,99,A,Food,2015-10-20T10:20:00Z,2015-10-20T11:25:00Z,1.0833333333333333
CORALWOOD ELEMENTARY,2477 CORALWOOD DRIVE,DECATUR,10,15,AM,11,25,AM,2015-04-02,Sonja Smiley,Routine,2,881212,100,A,Food,2015-04-02T10:15:00Z,2015-04-02T11:25:00Z,1.1666666666666667
CORNER GRILL,"3800 PLEASANTDALE ROAD, SUITE C",DORAVILLE,2,45,PM,3,40,PM,2015-03-26,Han C. Kim,Routine,2,886388,89,B,Food,2015-03-26T14:45:00Z,2015-03-26T15:40:00Z,0.9166666666666666
CORNER PIZZA,2163 JOHNSON FERRY ROAD,ATLANTA,12,45,PM,2,40,PM,2015-02-05,Chris J Hagearty (7/29/19),Routine,2,883422,90,A,Food,2015-02-05T12:45:00Z,2015-02-05T14:40:00Z,1.9166666666666667
COURTYARD BY MARRIOTT,4083 LAVISTA ROAD,TUCKER,7,35,AM,9,15,AM,2015-06-17,Isaac Leonards,Routine,2,886976,88,B,Food,2015-06-17T07:35:00Z,2015-06-17T09:15:00Z,1.6666666666666667
COURTYARD BY MARRIOTT,4083 LAVISTA ROAD,TUCKER,8,25,AM,9,45,AM,2015-02-11,Not Posted,Follow-Up,2,886976,81,B,Food,2015-02-11T08:25:00Z,2015-02-11T09:45:00Z,1.3333333333333333
COURTYARD BY MARRIOTT,4083 LAVISTA ROAD,TUCKER,7,45,AM,10,15,AM,2014-12-11,"Due by Jan. 15, 2015",Routine,2,886976,72,C,Food,2014-12-11T07:45:00Z,2014-12-11T10:15:00Z,2.5
COURTYARD BY MARRIOTT RESTAURANT,1236 EXECUTIVE PARK DRIVE,ATLANTA,9,45,AM,11,40,AM,2015-09-16,Caridad Rojas,Routine,2,441794,95,A,Food,2015-09-16T09:45:00Z,2015-09-16T11:40:00Z,1.9166666666666667
COURTYARD BY MARRIOTT RESTAURANT,1236 EXECUTIVE PARK DRIVE,ATLANTA,7,50,AM,9,40,AM,2015-01-30,Caridad Rojas,Follow-Up,2,441794,96,A,Food,2015-01-30T07:50:00Z,2015-01-30T09:40:00Z,1.8333333333333333
COURTYARD BY MARRIOTT RESTAURANT,1236 EXECUTIVE PARK DRIVE,ATLANTA,8,0,AM,11,0,AM,2015-01-28,Caridad Rojas,Routine,2,441794,64,U,Food,2015-01-28T08:00:00Z,2015-01-28T11:00:00Z,3
COVENTRY PLACE,2806 NORTH DECATUR ROAD,DECATUR,9,10,AM,10,35,AM,2015-08-04,John Kinchen,Routine,2,442188,94,A,Food,2015-08-04T09:10:00Z,2015-08-04T10:35:00Z,1.4166666666666667
COVENTRY PLACE,2806 NORTH DECATUR ROAD,DECATUR,7,35,AM,8,45,AM,2015-01-27,John Kinchen,Routine,2,442188,88,B,Food,2015-01-27T07:35:00Z,2015-01-27T08:45:00Z,1.1666666666666667
COZY BURGER TOWN,"4800 BRIARCLIFF ROAD, SUITE 1108",ATLANTA,12,35,PM,1,50,PM,2015-06-17,Wonpyo Hong,Follow-Up,2,886583,88,B,Food,2015-06-17T12:35:00Z,2015-06-17T13:50:00Z,1.25
COZY BURGER TOWN,"4800 BRIARCLIFF ROAD, SUITE 1108",ATLANTA,2,30,PM,6,25,PM,2015-06-03,Wonpyo Hong,Follow-Up,2,886583,55,U,Food,2015-06-03T14:30:00Z,2015-06-03T18:25:00Z,3.9166666666666665
COZY BURGER TOWN,"4800 BRIARCLIFF ROAD, SUITE 1108",ATLANTA,2,45,PM,6,5,PM,2015-05-20,Wonpyo Hong,Routine,2,886583,54,U,Food,2015-05-20T14:45:00Z,2015-05-20T18:05:00Z,3.3333333333333335
CRAZY RON'S (BBQ),6187 EAST PONCE DE LEON AVENUE,STONE MOUNTAIN,3,0,PM,4,5,PM,2015-06-05,Tammy Herndon,Routine,2,448536,84,B,Food,2015-06-05T15:00:00Z,2015-06-05T16:05:00Z,1.0833333333333333
CREMA CAFE,2458 MOUNT VERNON ROAD,DUNWOODY,1,10,PM,2,30,PM,2015-04-06,Samantha Gerardo,Routine,2,886699,90,A,Food,2015-04-06T13:10:00Z,2015-04-06T14:30:00Z,1.3333333333333333
CROSS KEYS HIGH SCHOOL,"1626 NORTH DRUID HILLS RD., NE",ATLANTA,9,55,AM,11,30,AM,2015-05-04,Verlisa Williams,Routine,2,660107,97,A,Food,2015-05-04T09:55:00Z,2015-05-04T11:30:00Z,1.5833333333333333
DA KORNER CAFAYE,"1674 MEMORIAL DRIVE, SUITE B",ATLANTA,1,30,PM,2,30,PM,2015-08-27,With in 90 days,Initial,2,887803,94,A,Food,2015-08-27T13:30:00Z,2015-08-27T14:30:00Z,1
DA KORNER CAFAYE,"1674 MEMORIAL DRIVE, SUITE B",ATLANTA,4,20,PM,5,40,PM,2015-08-25,With in 90 days,Construction/Preoperational,2,887803,NA,"NA",Food,2015-08-25T16:20:00Z,2015-08-25T17:40:00Z,1.3333333333333333
DABOMB SPORTS GRILL,2912 EVANS MILL ROAD,LITHONIA,12,25,PM,1,0,PM,2015-05-26,Gary Dacosta,Follow-Up,2,886857,97,A,Food,2015-05-26T12:25:00Z,2015-05-26T13:00:00Z,0.5833333333333334
DABOMB SPORTS GRILL,2912 EVANS MILL ROAD,LITHONIA,3,10,PM,4,35,PM,2015-05-14,Gary Dacosta 2/2020,Routine,2,886857,68,U,Food,2015-05-14T15:10:00Z,2015-05-14T16:35:00Z,1.4166666666666667
DABOMB SPORTS GRILL,2912 EVANS MILL ROAD,LITHONIA,3,25,PM,4,30,PM,2014-11-20,Gary DaCosta (not posted),Routine,2,886857,92,A,Food,2014-11-20T15:25:00Z,2014-11-20T16:30:00Z,1.0833333333333333
DAE JANG GUM,"6035 PEACHTREE ROAD, SUITE T-5",DORAVILLE,2,5,PM,3,55,PM,2015-09-15,Mi Sun Kim,Routine,2,884814,96,A,Food,2015-09-15T14:05:00Z,2015-09-15T15:55:00Z,1.8333333333333333
DAE JANG GUM,"6035 PEACHTREE ROAD, SUITE T-5",DORAVILLE,3,0,PM,4,15,PM,2015-05-04,Mi Sun Kim,Routine,2,884814,92,A,Food,2015-05-04T15:00:00Z,2015-05-04T16:15:00Z,1.25
DAE JANG GUM,"6035 PEACHTREE ROAD, SUITE T-5",DORAVILLE,3,0,PM,4,0,PM,2015-01-02,Mi Sun Kim,Routine,2,884814,93,A,Food,2015-01-02T15:00:00Z,2015-01-02T16:00:00Z,1
DAIRY QUEEN,3680 FLAT SHOALS ROAD,DECATUR,1,20,PM,3,20,PM,2015-07-31,Ruha Momin,Routine,2,443185,85,B,Food,2015-07-31T13:20:00Z,2015-07-31T15:20:00Z,2
DAIRY QUEEN,3680 FLAT SHOALS ROAD,DECATUR,2,0,PM,4,10,PM,2015-01-07,Sajid Momin,Routine,2,443185,87,B,Food,2015-01-07T14:00:00Z,2015-01-07T16:10:00Z,2.1666666666666665
DAIRY QUEEN,"2801 CANDLER ROAD, SUITE B",DECATUR,2,45,PM,4,10,PM,2015-08-20,Jemaneh Shewangisaw,Routine,2,443885,91,A,Food,2015-08-20T14:45:00Z,2015-08-20T16:10:00Z,1.4166666666666667
DAIRY QUEEN,"2801 CANDLER ROAD, SUITE B",DECATUR,1,45,PM,3,30,PM,2015-02-27,Jemaneh Shewangisaw,Routine,2,443885,90,A,Food,2015-02-27T13:45:00Z,2015-02-27T15:30:00Z,1.75
DAIRY QUEEN,4146 LAWRENCEVILLE HIGHWAY,TUCKER,11,0,AM,12,0,PM,2015-06-22,Mahamed Momin,Follow-Up,2,446640,91,A,Food,2015-06-22T11:00:00Z,2015-06-22T12:00:00Z,1
DAIRY QUEEN,4146 LAWRENCEVILLE HIGHWAY,TUCKER,1,10,PM,3,0,PM,2015-06-08,Mahamed Momin,Routine,2,446640,63,U,Food,2015-06-08T13:10:00Z,2015-06-08T15:00:00Z,1.8333333333333333
DAIRY QUEEN,4146 LAWRENCEVILLE HIGHWAY,TUCKER,3,0,PM,4,15,PM,2014-12-22,Mahamad Momin,Follow-Up,2,446640,88,B,Food,2014-12-22T15:00:00Z,2014-12-22T16:15:00Z,1.25
DAIRY QUEEN,2212 LAWRENCEVILLE HIGHWAY,DECATUR,3,40,PM,4,50,PM,2015-05-20,Samina Momin (ex. 4/7/2020),Routine,2,448663,89,B,Food,2015-05-20T15:40:00Z,2015-05-20T16:50:00Z,1.1666666666666667
DAIRY QUEEN,"4800 BRIARCLIFF ROAD, SUTIE 2028-A",ATLANTA,3,15,PM,5,10,PM,2015-01-26,Munish R. Momin,Routine,2,449123,82,B,Food,2015-01-26T15:15:00Z,2015-01-26T17:10:00Z,1.9166666666666667
DAIRY QUEEN,2781 CHAMBLEE TUCKER ROAD,CHAMBLEE,1,35,PM,3,10,PM,2015-04-30,Mohamedali H. Momin,Routine,2,883466,94,A,Food,2015-04-30T13:35:00Z,2015-04-30T15:10:00Z,1.5833333333333333
"DAIRY QUEEN, PERIMETER MALL","4400 ASHFORD DUNWOODY RD, NE, STE 1311",ATLANTA,12,30,PM,2,45,PM,2015-01-12,Rahul V Patel (8/26/18),Routine,2,448022,90,A,Food,2015-01-12T12:30:00Z,2015-01-12T14:45:00Z,2.25
DANCING GOATS COFFEE HOUSE,419 WEST PONCE DE LEON,DECATUR,1,40,PM,3,10,PM,2015-10-27,Rober Hayes,Routine,1,882588,98,A,Food,2015-10-27T13:40:00Z,2015-10-27T15:10:00Z,1.5
DAVE'S COSMIC SUBS,1540 NORTH DECATUR ROAD,ATLANTA,10,40,AM,11,55,AM,2015-10-21,Alexandra Phillips 10/13/19,Routine,1,881869,97,A,Food,2015-10-21T10:40:00Z,2015-10-21T11:55:00Z,1.25
DAVES PHILLY WATER ICE,5020 WINTERS CHAPEL ROAD,ATLANTA,2,40,PM,3,20,PM,2015-07-08,Gregory McFadden,Routine,2,887144,84,B,Food,2015-07-08T14:40:00Z,2015-07-08T15:20:00Z,0.6666666666666666
DAVES PHILLY WATER ICE,5020 WINTERS CHAPEL ROAD,ATLANTA,3,35,PM,4,10,PM,2015-03-31,Gregory E. Mcfadden,Follow-Up,2,887144,96,A,Food,2015-03-31T15:35:00Z,2015-03-31T16:10:00Z,0.5833333333333334
DAVES PHILLY WATER ICE,5020 WINTERS CHAPEL ROAD,ATLANTA,2,5,PM,4,25,PM,2015-03-24,Gregory E. McFadden,Routine,2,887144,72,C,Food,2015-03-24T14:05:00Z,2015-03-24T16:25:00Z,2.3333333333333335
DAVIDO'S,6118 COVINGTON HIGHWAY,LITHONIA,1,30,PM,4,10,PM,2015-06-15,Due in 30 days,Routine,2,444568,84,B,Food,2015-06-15T13:30:00Z,2015-06-15T16:10:00Z,2.6666666666666665
DAVIDO'S,6118 COVINGTON HIGHWAY,LITHONIA,11,25,AM,1,10,PM,2014-12-19,Anthony Holt,Routine,2,444568,85,B,Food,2014-12-19T11:25:00Z,2014-12-19T13:10:00Z,1.75
DAVIDO'S $3.75 PIZZA,4834 FLAT SHOALS PARKWAY,DECATUR,2,10,PM,3,0,PM,2015-04-28,Tonia Cannon,Routine,2,884711,87,B,Food,2015-04-28T14:10:00Z,2015-04-28T15:00:00Z,0.8333333333333334
DAVINCI'S OF DECATUR,"265 PONCE DE LEON PLACE, SUITE Q",DECATUR,11,45,AM,1,10,PM,2015-06-19,Kristin Storla,Routine,2,887548,91,A,Food,2015-06-19T11:45:00Z,2015-06-19T13:10:00Z,1.4166666666666667
DAVINCI'S OF DECATUR,"265 PONCE DE LEON PLACE, SUITE Q",DECATUR,2,55,PM,4,0,PM,2015-03-11,Kristin Storla,Initial,2,887548,100,A,Food,2015-03-11T14:55:00Z,2015-03-11T16:00:00Z,1.0833333333333333
DAYS INN & SUITES,2081 NORTHLAKE PARKWAY,TUCKER,8,30,AM,9,40,AM,2015-06-23,Bianca Patel,Routine,1,886803,85,B,Food,2015-06-23T08:30:00Z,2015-06-23T09:40:00Z,1.1666666666666667
DECATUR ADVENTIST JR. ACADEMY,2584 YOUNG ROAD,STONE MOUNTAIN,11,35,AM,12,55,PM,2015-09-15,Wayne Mclean,Routine,2,666750,95,A,Food,2015-09-15T11:35:00Z,2015-09-15T12:55:00Z,1.3333333333333333
DECATUR ADVENTIST JR. ACADEMY,2584 YOUNG ROAD,STONE MOUNTAIN,11,20,AM,1,0,PM,2015-02-27,Wayne Mclean,Routine,2,666750,91,A,Food,2015-02-27T11:20:00Z,2015-02-27T13:00:00Z,1.6666666666666667
DEKALB ALTERNATIVE SCHOOL,5857 MEMORIAL DRIVE,STONE MOUNTAIN,11,20,AM,12,55,PM,2015-01-21,Jacqueline Bailey,Routine,2,667924,97,A,Food,2015-01-21T11:20:00Z,2015-01-21T12:55:00Z,1.5833333333333333
DEKALB ATLANTA SENIOR CENTER,25 WARREN STREET,ATLANTA,12,10,PM,1,25,PM,2015-08-27,Debra Banks,Routine,2,10007,91,A,Food,2015-08-27T12:10:00Z,2015-08-27T13:25:00Z,1.25
DEKALB ATLANTA SENIOR CENTER,25 WARREN STREET,ATLANTA,11,55,AM,1,10,PM,2015-01-08,Debra Banks,Routine,1,10007,99,A,Food,2015-01-08T11:55:00Z,2015-01-08T13:10:00Z,1.25
DEKALB COUNTY JAIL (STAFF D),4425 MEMORIAL DRIVE,DECATUR,2,30,PM,3,30,PM,2015-09-04,Terry D. Durham,Routine,2,444761,87,B,Food,2015-09-04T14:30:00Z,2015-09-04T15:30:00Z,1
DEKALB COUNTY JAIL (STAFF D),4425 MEMORIAL DRIVE,DECATUR,1,10,PM,2,15,PM,2015-03-06,Terry D. Durham,Routine,2,444761,94,A,Food,2015-03-06T13:10:00Z,2015-03-06T14:15:00Z,1.0833333333333333
DEKALB COUNTY SENIOR MULTI-PURPOSE FACILITY,2538 PANOLA ROAD,LITHONIA,11,45,AM,1,25,PM,2015-05-07,Loria Allen 10/2019,Routine,2,881096,87,B,Food,2015-05-07T11:45:00Z,2015-05-07T13:25:00Z,1.6666666666666667
DEKALB COUNTY SENIOR MULTI-PURPOSE FACILITY,2538 PANOLA ROAD,LITHONIA,11,50,AM,1,20,PM,2015-01-26,Not Posted,Follow-Up,2,881096,84,B,Food,2015-01-26T11:50:00Z,2015-01-26T13:20:00Z,1.5
DEKALB COUNTY SENIOR MULTI-PURPOSE FACILITY,2538 PANOLA ROAD,LITHONIA,11,45,AM,1,50,PM,2015-01-12,Not Posted,Routine,2,881096,75,C,Food,2015-01-12T11:45:00Z,2015-01-12T13:50:00Z,2.0833333333333335
DEKALB COUNTY SHERIFF DEPARTMENT,4425 MEMORIAL DRIVE,DECATUR,11,30,AM,1,45,PM,2015-10-14,Duane Hammond,Follow-Up,2,443523,80,B,Food,2015-10-14T11:30:00Z,2015-10-14T13:45:00Z,2.25
DEKALB COUNTY SHERIFF DEPARTMENT,4425 MEMORIAL DRIVE,DECATUR,11,50,AM,1,45,PM,2015-08-26,Duane Hammond,Routine,2,443523,77,C,Food,2015-08-26T11:50:00Z,2015-08-26T13:45:00Z,1.9166666666666667
