establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
 AVONDALE PIZZA CAFE / O'KEEFES, 2823 EAST COLLEGE AVENUE, DECATUR,2,30,PM,5,30,PM,2015-11-04,John O'Keefe,Routine,2,884128,90,A,Food_2015,2015-11-04T14:30:00Z,2015-11-04T17:30:00Z,3
 BACK TO THE GARDEN @ St. THOMAS MORE SCHOOL, 630 WEST PONCE DE LEON AVENUE, DECATUR,11,10,AM,1,5,PM,2017-04-27,NO CFSM,Routine,2,882226,80,B,Food_2015,2017-04-27T11:10:00Z,2017-04-27T13:05:00Z,1.9166666666666667
 BACK TO THE GARDEN @ St. THOMAS MORE SCHOOL, 630 WEST PONCE DE LEON AVENUE, DECATUR,10,10,AM,11,15,AM,2016-12-15,NO CFSM,Follow-Up,2,882226,90,A,Food_2015,2016-12-15T10:10:00Z,2016-12-15T11:15:00Z,1.0833333333333333
 BACK TO THE GARDEN @ St. THOMAS MORE SCHOOL, 630 WEST PONCE DE LEON AVENUE, DECATUR,9,50,AM,11,45,AM,2016-11-10,NO CFSM,Routine,2,882226,73,C,Food_2015,2016-11-10T09:50:00Z,2016-11-10T11:45:00Z,1.9166666666666667
 BACK TO THE GARDEN @ St. THOMAS MORE SCHOOL, 630 WEST PONCE DE LEON AVENUE, DECATUR,10,15,AM,12,5,PM,2016-03-21,Expired CFSM,Routine,2,882226,84,B,Food_2015,2016-03-21T10:15:00Z,2016-03-21T12:05:00Z,1.8333333333333333
 BACK TO THE GARDEN @ St. THOMAS MORE SCHOOL, 630 WEST PONCE DE LEON AVENUE, DECATUR,10,25,AM,12,35,PM,2015-11-12,Expired CFSM,Routine,2,882226,88,B,Food_2015,2015-11-12T10:25:00Z,2015-11-12T12:35:00Z,2.1666666666666665
 BAGEL PALACE BAKERY, 2869 NORTH DRUID HILLS ROAD, ATLANTA,9,30,AM,10,40,AM,2017-04-27,Loredana Seard,Follow-Up,2,444426,88,B,Food_2015,2017-04-27T09:30:00Z,2017-04-27T10:40:00Z,1.1666666666666667
 BAGEL PALACE BAKERY, 2869 NORTH DRUID HILLS ROAD, ATLANTA,9,40,AM,11,50,AM,2017-04-14,Loredana Seard,Follow-Up,2,444426,68,U,Food_2015,2017-04-14T09:40:00Z,2017-04-14T11:50:00Z,2.1666666666666665
 BAGEL PALACE BAKERY, 2869 NORTH DRUID HILLS ROAD, ATLANTA,11,45,AM,2,25,PM,2017-03-01,Loredana Seard,Routine,2,444426,73,C,Food_2015,2017-03-01T11:45:00Z,2017-03-01T14:25:00Z,2.6666666666666665
 BAGEL PALACE BAKERY, 2869 NORTH DRUID HILLS ROAD, ATLANTA,9,30,AM,12,20,PM,2016-09-01,Loredana Seard,Routine,2,444426,87,B,Food_2015,2016-09-01T09:30:00Z,2016-09-01T12:20:00Z,2.8333333333333335
 BAHEL ETHIOPIAN RESTAURANT," 3125 BRIARCLIFF ROAD, SUITE C", ATLANTA,12,35,PM,2,5,PM,2017-07-11,Afewrok Birzo; exp. 7/2021,Routine,2,885788,91,A,Food_2015,2017-07-11T12:35:00Z,2017-07-11T14:05:00Z,1.5
 BAHEL ETHIOPIAN RESTAURANT," 3125 BRIARCLIFF ROAD, SUITE C", ATLANTA,2,5,PM,3,15,PM,2016-11-02,Afework Birzo,Routine,2,885788,96,A,Food_2015,2016-11-02T14:05:00Z,2016-11-02T15:15:00Z,1.1666666666666667
 BAHEL ETHIOPIAN RESTAURANT," 3125 BRIARCLIFF ROAD, SUITE C", ATLANTA,1,50,PM,4,35,PM,2016-01-20,none/expired,Routine,2,885788,95,A,Food_2015,2016-01-20T13:50:00Z,2016-01-20T16:35:00Z,2.75
 BAJO ZERO CAFE, 4166 BUFORD HIGHWAY, CHAMBLEE,2,5,PM,3,0,PM,2017-04-14,none required,Routine,1,888315,86,B,Food_2015,2017-04-14T14:05:00Z,2017-04-14T15:00:00Z,0.9166666666666666
 BAJO ZERO CAFE, 4166 BUFORD HIGHWAY, CHAMBLEE,11,25,AM,12,35,PM,2016-08-02,Required to have in 60 Days (9/18/16),Routine,1,888315,95,A,Food_2015,2016-08-02T11:25:00Z,2016-08-02T12:35:00Z,1.1666666666666667
 BAJO ZERO CAFE, 4166 BUFORD HIGHWAY, CHAMBLEE,11,20,AM,12,10,PM,2016-07-18,Required to have a CFSM within 60 days,Initial,1,888315,100,A,Food_2015,2016-07-18T11:20:00Z,2016-07-18T12:10:00Z,0.8333333333333334
 BALDINO'S GIANT JERSEY SUBS, 5697 BUFORD HIGHWAY, DORAVILLE,1,40,PM,2,45,PM,2017-06-16,Jeff Price,Routine,2,443646,96,A,Food_2015,2017-06-16T13:40:00Z,2017-06-16T14:45:00Z,1.0833333333333333
 BALDINO'S GIANT JERSEY SUBS, 5697 BUFORD HIGHWAY, DORAVILLE,1,55,PM,3,5,PM,2017-03-01,Jeff Price,Routine,2,443646,93,A,Food_2015,2017-03-01T13:55:00Z,2017-03-01T15:05:00Z,1.1666666666666667
 BALDINO'S GIANT JERSEY SUBS, 5697 BUFORD HIGHWAY, DORAVILLE,10,40,AM,12,45,PM,2016-08-29,Jeff Price,Routine,2,443646,80,B,Food_2015,2016-08-29T10:40:00Z,2016-08-29T12:45:00Z,2.0833333333333335
 BAMBINELLI'S PIZZERIA RESTAURANT, 3202 NORTHLAKE PARKWAY, ATLANTA,11,15,AM,1,45,PM,2017-10-25,Joesph Lang,Routine,2,443959,83,B,Food_2015,2017-10-25T11:15:00Z,2017-10-25T13:45:00Z,2.5
 BAMBINELLI'S PIZZERIA RESTAURANT, 3202 NORTHLAKE PARKWAY, ATLANTA,1,20,PM,3,15,PM,2017-06-06,Joesph Lang,Routine,2,443959,81,B,Food_2015,2017-06-06T13:20:00Z,2017-06-06T15:15:00Z,1.9166666666666667
 BAMBINELLI'S PIZZERIA RESTAURANT, 3202 NORTHLAKE PARKWAY, ATLANTA,1,40,PM,3,15,PM,2017-02-08,Jody R Gardiner,Routine,2,443959,86,B,Food_2015,2017-02-08T13:40:00Z,2017-02-08T15:15:00Z,1.5833333333333333
 BAMBINELLI'S PIZZERIA RESTAURANT, 3202 NORTHLAKE PARKWAY, ATLANTA,11,0,AM,12,20,PM,2016-10-03,Jody R. Gardiner,Routine,2,443959,87,B,Food_2015,2016-10-03T11:00:00Z,2016-10-03T12:20:00Z,1.3333333333333333
 BAMBINELLI'S PIZZERIA RESTAURANT, 3202 NORTHLAKE PARKWAY, ATLANTA,1,30,PM,3,45,PM,2016-03-31,Jody R. Gardiner,Routine,2,443959,82,B,Food_2015,2016-03-31T13:30:00Z,2016-03-31T15:45:00Z,2.25
 BANJO COFFEE, 38 NORTH AVONDALE, AVONDALE,8,40,AM,9,55,AM,2017-10-05,William Atchison expires 01/2020,Routine,2,888721,91,A,Food_2015,2017-10-05T08:40:00Z,2017-10-05T09:55:00Z,1.25
 BANJO COFFEE, 38 NORTH AVONDALE, AVONDALE,8,25,AM,10,10,AM,2017-01-26,William Atchison expires 01/2020,Routine,2,888721,96,A,Food_2015,2017-01-26T08:25:00Z,2017-01-26T10:10:00Z,1.75
 BANJO COFFEE, 38 NORTH AVONDALE, AVONDALE,8,15,AM,9,45,AM,2016-12-22,William F. Atchison expires 01/06/2020,Initial,2,888721,99,A,Food_2015,2016-12-22T08:15:00Z,2016-12-22T09:45:00Z,1.5
 BANNADIR CAFE," 3711 NORTH DECATUR ROAD, SUITE 114", DECATUR,4,0,PM,4,45,PM,2016-09-21,Not In Compliance,Routine,1,887619,90,A,Food_2015,2016-09-21T16:00:00Z,2016-09-21T16:45:00Z,0.75
 BANNADIR CAFE," 3711 NORTH DECATUR ROAD, SUITE 114", DECATUR,3,0,PM,3,40,PM,2016-03-31,Within 60 Days of Permitting,Routine,1,887619,95,A,Food_2015,2016-03-31T15:00:00Z,2016-03-31T15:40:00Z,0.6666666666666666
 BAR TROPICAL," 4166 BUFORD HIGHWAY, SUITE W13 AND V14", ATLANTA,12,40,PM,2,50,PM,2017-03-08,Jessica Gallegos,Follow-Up,2,888492,95,A,Food_2015,2017-03-08T12:40:00Z,2017-03-08T14:50:00Z,2.1666666666666665
 BAR TROPICAL," 4166 BUFORD HIGHWAY, SUITE W13 AND V14", ATLANTA,1,50,PM,5,10,PM,2017-02-28,Jessica Gallegos,Routine,2,888492,65,U,Food_2015,2017-02-28T13:50:00Z,2017-02-28T17:10:00Z,3.3333333333333335
 BAR TROPICAL," 4166 BUFORD HIGHWAY, SUITE W13 AND V14", ATLANTA,11,0,AM,12,35,PM,2016-09-07,Within 60 Days of Permitting,Initial,2,888492,99,A,Food_2015,2016-09-07T11:00:00Z,2016-09-07T12:35:00Z,1.5833333333333333
 BARACK OBAMA ELEM. MAGNET SCHOOL OF TECHNOLOGY," 3132 CLIFTON CHURCH ROAD, S.E.", ATLANTA,10,50,AM,12,35,PM,2017-10-04,Jennifer Finney exp 3/13/19,Routine,2,887533,90,A,Food_2015,2017-10-04T10:50:00Z,2017-10-04T12:35:00Z,1.75
 BARACK OBAMA ELEM. MAGNET SCHOOL OF TECHNOLOGY," 3132 CLIFTON CHURCH ROAD, S.E.", ATLANTA,10,40,AM,12,20,PM,2017-03-07,Jennifer Finney,Routine,2,887533,99,A,Food_2015,2017-03-07T10:40:00Z,2017-03-07T12:20:00Z,1.6666666666666667
 BARACK OBAMA ELEM. MAGNET SCHOOL OF TECHNOLOGY," 3132 CLIFTON CHURCH ROAD, S.E.", ATLANTA,11,25,AM,12,25,PM,2016-12-23,60 Day Deadline,Initial,2,887533,96,A,Food_2015,2016-12-23T11:25:00Z,2016-12-23T12:25:00Z,1
 BARBACOA MEXICANA," 4166 BUFORD HIGHWAY, SUITE V15-17", CHAMBLEE,11,10,AM,1,15,AM,2017-11-01,Sahari Juarez 2020,Follow-Up,2,887045,78,C,Food_2015,2017-11-01T11:10:00Z,2017-11-01T01:15:00Z,-9.916666666666666
 BARBACOA MEXICANA," 4166 BUFORD HIGHWAY, SUITE V15-17", CHAMBLEE,11,55,AM,3,55,PM,2017-10-18,Saharai Juarez exp 2020,Routine,2,887045,66,U,Food_2015,2017-10-18T11:55:00Z,2017-10-18T15:55:00Z,4
 BARBACOA MEXICANA," 4166 BUFORD HIGHWAY, SUITE V15-17", CHAMBLEE,2,45,PM,3,45,PM,2017-05-16,Saharai Juarez; exp. 2020,Follow-Up,2,887045,82,B,Food_2015,2017-05-16T14:45:00Z,2017-05-16T15:45:00Z,1
 BARBACOA MEXICANA," 4166 BUFORD HIGHWAY, SUITE V15-17", CHAMBLEE,1,35,PM,3,5,PM,2017-04-18,Saharai Juarez; exp. 2020,Routine,2,887045,76,C,Food_2015,2017-04-18T13:35:00Z,2017-04-18T15:05:00Z,1.5
 BARBACOA MEXICANA," 4166 BUFORD HIGHWAY, SUITE V15-17", CHAMBLEE,11,30,AM,12,50,PM,2016-12-05,No CFSM,Follow-Up,2,887045,76,C,Food_2015,2016-12-05T11:30:00Z,2016-12-05T12:50:00Z,1.3333333333333333
 BARBACOA MEXICANA," 4166 BUFORD HIGHWAY, SUITE V15-17", CHAMBLEE,1,0,PM,2,45,PM,2016-10-24,No CFSM,Routine,2,887045,75,C,Food_2015,2016-10-24T13:00:00Z,2016-10-24T14:45:00Z,1.75
 BARNACLES SPORTS BAR & GRILL, 4975 FLAT SHOALS PARKWAY, DECATUR,1,15,PM,2,15,PM,2017-07-03,Within 90 days,Initial,2,888479,99,A,Food_2015,2017-07-03T13:15:00Z,2017-07-03T14:15:00Z,1
" BARNES & NOBLE BOOKSELLERS, INC.", 120 PERIMETER CENTER WEST SUITE 300, ATLANTA,11,30,AM,12,20,PM,2017-05-24,Amanda Baker,Routine,1,446953,97,A,Food_2015,2017-05-24T11:30:00Z,2017-05-24T12:20:00Z,0.8333333333333334
" BARNES & NOBLE BOOKSELLERS, INC.", 120 PERIMETER CENTER WEST SUITE 300, ATLANTA,1,0,PM,2,0,PM,2016-04-15,Amanda J. Baker exp 3/2017,Routine,1,446953,91,A,Food_2015,2016-04-15T13:00:00Z,2016-04-15T14:00:00Z,1
" BARNES & NOBLE BOOKSELLERS, INC.", 1217 CAROLINE STREET, ATLANTA,1,35,PM,3,0,PM,2016-09-30,Khalil Abdullah,Routine,1,881357,100,A,Food_2015,2016-09-30T13:35:00Z,2016-09-30T15:00:00Z,1.4166666666666667
 BASE CAMP BBQ (CROSSROADS)," P. O. BOX 778, HIGHWAY 78 EAST", STONE MOUNTAIN,2,20,PM,3,55,PM,2016-09-30,Linda Andrews; 7/7/2020,Routine,2,884372,91,A,Food_2015,2016-09-30T14:20:00Z,2016-09-30T15:55:00Z,1.5833333333333333
 BATAVIA," 3245 CHAMBLEE DUNWOODY ROAD, SUITE 110", CHAMBLEE,1,35,PM,3,5,PM,2017-06-26,I Lin Chang,Routine,3,886514,89,B,Food_2015,2017-06-26T13:35:00Z,2017-06-26T15:05:00Z,1.5
 BATAVIA," 3245 CHAMBLEE DUNWOODY ROAD, SUITE 110", CHAMBLEE,12,45,PM,2,10,PM,2017-02-01,I Lin Chang (1/26/20),Routine,3,886514,94,A,Food_2015,2017-02-01T12:45:00Z,2017-02-01T14:10:00Z,1.4166666666666667
 BATAVIA," 3245 CHAMBLEE DUNWOODY ROAD, SUITE 110", CHAMBLEE,1,10,PM,3,10,PM,2016-06-14,I Lin Chang,Follow-Up,2,886514,81,B,Food_2015,2016-06-14T13:10:00Z,2016-06-14T15:10:00Z,2
 BATAVIA," 3245 CHAMBLEE DUNWOODY ROAD, SUITE 110", CHAMBLEE,12,35,PM,3,15,PM,2016-05-03,I Lin Chang,Routine,2,886514,74,C,Food_2015,2016-05-03T12:35:00Z,2016-05-03T15:15:00Z,2.6666666666666665
 BATAVIA 3," 3640 SHALLOWFORD ROAD, SUITE 44", DORAVILLE,12,20,PM,2,30,PM,2017-08-09,Chao Li Li; exp. 7/2022,Routine,2,885534,91,A,Food_2015,2017-08-09T12:20:00Z,2017-08-09T14:30:00Z,2.1666666666666665
 BATAVIA 3," 3640 SHALLOWFORD ROAD, SUITE 44", DORAVILLE,2,5,PM,5,0,PM,2017-07-13,Chao Li Li; exp. 7/15/2017,Routine,2,885534,71,C,Food_2015,2017-07-13T14:05:00Z,2017-07-13T17:00:00Z,2.9166666666666665
 BATAVIA 3," 3640 SHALLOWFORD ROAD, SUITE 44", DORAVILLE,11,0,AM,12,45,PM,2016-12-20,Chao Li 07/15/17,Follow-Up,2,885534,90,A,Food_2015,2016-12-20T11:00:00Z,2016-12-20T12:45:00Z,1.75
 BATAVIA 3," 3640 SHALLOWFORD ROAD, SUITE 44", DORAVILLE,11,10,AM,1,50,PM,2016-10-31,Chao Li 07/15/17,Routine,2,885534,75,C,Food_2015,2016-10-31T11:10:00Z,2016-10-31T13:50:00Z,2.6666666666666665
 BATAVIA 3," 3640 SHALLOWFORD ROAD, SUITE 44", DORAVILLE,2,45,PM,4,30,PM,2016-01-28,Chao Li Li exp 7-15-17,Follow-Up,2,885534,95,A,Food_2015,2016-01-28T14:45:00Z,2016-01-28T16:30:00Z,1.75
 BATAVIA 3," 3640 SHALLOWFORD ROAD, SUITE 44", DORAVILLE,1,40,PM,6,0,PM,2016-01-27,Chao Li Li exp 7-15-17,Routine,2,885534,46,U,Food_2015,2016-01-27T13:40:00Z,2016-01-27T18:00:00Z,4.333333333333333
 BAY LEAF INDIAN CUISINE," 4639 NORTH SHALLOWFORD ROAD, SUITE F", DUNWOODY,11,30,AM,12,45,PM,2017-07-05,Linga Silam,Routine,2,886348,87,B,Food_2015,2017-07-05T11:30:00Z,2017-07-05T12:45:00Z,1.25
 BAY LEAF INDIAN CUISINE," 4639 NORTH SHALLOWFORD ROAD, SUITE F", DUNWOODY,1,40,PM,3,0,PM,2017-02-14,Linga Silam,Routine,2,886348,89,B,Food_2015,2017-02-14T13:40:00Z,2017-02-14T15:00:00Z,1.3333333333333333
 BAY LEAF INDIAN CUISINE," 4639 NORTH SHALLOWFORD ROAD, SUITE F", DUNWOODY,11,50,AM,1,45,PM,2016-08-11,Linga Silam,Routine,2,886348,85,B,Food_2015,2016-08-11T11:50:00Z,2016-08-11T13:45:00Z,1.9166666666666667
 BAYOU BILLY SWEET DIXIE TEA/YELLOW DAISY FESTIVAL, STONE MOUNTAIN PARK, Stone Mountain,3,10,PM,3,25,PM,2017-09-08,N/A,Temporary,1,889205,100,A,Food_2015,2017-09-08T15:10:00Z,2017-09-08T15:25:00Z,0.25
 BAYOU BILLY SWEET DIXIE TEA/YELLOW DAISY FESTIVAL, STONE MOUNTAIN PARK, Stone Mountain,11,25,AM,11,40,AM,2017-09-07,Not Required,Temporary,1,889205,100,A,Food_2015,2017-09-07T11:25:00Z,2017-09-07T11:40:00Z,0.25
" BAYOU BOIL ATL, LLC", 5091 BUFORD HIGHWAY NE SUITE B&C, DORAVILLE,12,55,PM,3,5,PM,2017-06-05,Mark Hong (5/26/21),Routine,3,887825,80,B,Food_2015,2017-06-05T12:55:00Z,2017-06-05T15:05:00Z,2.1666666666666665
" BAYOU BOIL ATL, LLC", 5091 BUFORD HIGHWAY NE SUITE B&C, DORAVILLE,1,40,PM,3,0,PM,2017-02-15,Mark Hong (5/26/21),Follow-Up,3,887825,91,A,Food_2015,2017-02-15T13:40:00Z,2017-02-15T15:00:00Z,1.3333333333333333
" BAYOU BOIL ATL, LLC", 5091 BUFORD HIGHWAY NE SUITE B&C, DORAVILLE,1,55,PM,5,0,PM,2016-12-28,Mark Huong (5/26/21),Routine,1,887825,75,C,Food_2015,2016-12-28T13:55:00Z,2016-12-28T17:00:00Z,3.0833333333333335
" BAYOU BOIL ATL, LLC", 5091 BUFORD HIGHWAY NE SUITE B&C, DORAVILLE,2,0,PM,3,5,PM,2015-12-03,Calvin Luu,Initial,2,887825,99,A,Food_2015,2015-12-03T14:00:00Z,2015-12-03T15:05:00Z,1.0833333333333333
 BB'S WINGS," 4400 CHAMBLEE DUNWOODY ROAD, SUITE D", ATLANTA,2,50,PM,4,15,AM,2017-05-10,Jingmei Luo,Routine,2,887996,90,A,Food_2015,2017-05-10T14:50:00Z,2017-05-10T04:15:00Z,-10.583333333333334
 BB'S WINGS," 4400 CHAMBLEE DUNWOODY ROAD, SUITE D", ATLANTA,3,25,PM,4,35,PM,2016-08-10,Jingmei Luo (10-26-20),Routine,2,887996,95,A,Food_2015,2016-08-10T15:25:00Z,2016-08-10T16:35:00Z,1.1666666666666667
 BB'S WINGS," 4400 CHAMBLEE DUNWOODY ROAD, SUITE D", ATLANTA,12,45,PM,1,10,PM,2015-11-09,Required w/in 60 days,Initial,2,887996,100,A,Food_2015,2015-11-09T12:45:00Z,2015-11-09T13:10:00Z,0.4166666666666667
 BBQ CORNER 2, 5150 BUFORD HIGHWAY, DORAVILLE,12,35,PM,2,40,PM,2017-10-30,Siu Yin Wong(7/15/20),Routine,2,886859,89,B,Food_2015,2017-10-30T12:35:00Z,2017-10-30T14:40:00Z,2.0833333333333335
 BBQ CORNER 2, 5150 BUFORD HIGHWAY, DORAVILLE,1,10,PM,3,20,PM,2017-03-20,Siu Yin Wong,Routine,3,886859,86,B,Food_2015,2017-03-20T13:10:00Z,2017-03-20T15:20:00Z,2.1666666666666665
 BBQ CORNER 2, 5150 BUFORD HIGHWAY, DORAVILLE,11,30,AM,3,10,PM,2016-04-28,Siu Yin Wong,Routine,2,886859,91,A,Food_2015,2016-04-28T11:30:00Z,2016-04-28T15:10:00Z,3.6666666666666665
 BEIJING HOUSE, 6035 PEACHTREE ROAD SUITE T2, DORAVILLE,11,5,AM,12,30,PM,2016-12-19,Ho Sun Shim,Routine,2,886322,81,B,Food_2015,2016-12-19T11:05:00Z,2016-12-19T12:30:00Z,1.4166666666666667
 BEIJING HOUSE, 6035 PEACHTREE ROAD SUITE T2, DORAVILLE,11,5,AM,12,30,PM,2016-12-19,Ho Sun Shim,Routine,2,886322,100,A,Food_2015,2016-12-19T11:05:00Z,2016-12-19T12:30:00Z,1.4166666666666667
 BEIJING HOUSE, 6035 PEACHTREE ROAD SUITE T2, DORAVILLE,2,35,PM,4,5,PM,2015-12-21,Ho Sun Shim,Routine,2,886322,99,A,Food_2015,2015-12-21T14:35:00Z,2015-12-21T16:05:00Z,1.5
 BEIJING KABOBS," 5090 BUFORD HIGHWAY, SUITE 103", DORAVILLE,3,10,PM,4,25,PM,2017-07-19,Jian Wang,Routine,3,885665,81,B,Food_2015,2017-07-19T15:10:00Z,2017-07-19T16:25:00Z,1.25
 BEIJING KABOBS," 5090 BUFORD HIGHWAY, SUITE 103", DORAVILLE,2,10,PM,3,20,PM,2017-03-09,Jian Wang,Routine,3,885665,84,B,Food_2015,2017-03-09T14:10:00Z,2017-03-09T15:20:00Z,1.1666666666666667
 BEIJING KABOBS," 5090 BUFORD HIGHWAY, SUITE 103", DORAVILLE,12,15,PM,2,35,PM,2016-05-12,Jian Wang,Routine,2,885665,80,B,Food_2015,2016-05-12T12:15:00Z,2016-05-12T14:35:00Z,2.3333333333333335
 BELLAGGIOS ICE CREAM," 5805 BUFORD HIGHWAY, SUITE C-1", DORAVILLE,4,15,PM,5,15,PM,2017-07-06,Class Has Been Taken,Routine,2,885064,97,A,Food_2015,2017-07-06T16:15:00Z,2017-07-06T17:15:00Z,1
 BELLAGGIOS ICE CREAM," 5805 BUFORD HIGHWAY, SUITE C-1", DORAVILLE,2,30,PM,3,35,PM,2016-07-07,Expired,Routine,2,885064,96,A,Food_2015,2016-07-07T14:30:00Z,2016-07-07T15:35:00Z,1.0833333333333333
 BENCH WARMERS SPORTS GRILL, 2775 CLAIRMONT ROAD, ATLANTA,2,40,AM,5,5,AM,2017-08-22,Marquita Gibbs,Routine,2,448815,87,B,Food_2015,2017-08-22T02:40:00Z,2017-08-22T05:05:00Z,2.4166666666666665
 BENCH WARMERS SPORTS GRILL, 2775 CLAIRMONT ROAD, ATLANTA,11,0,AM,12,5,PM,2016-09-19,Marquita Gibbs,Routine,2,448815,96,A,Food_2015,2016-09-19T11:00:00Z,2016-09-19T12:05:00Z,1.0833333333333333
 BENCH WARMERS SPORTS GRILL, 2775 CLAIRMONT ROAD, ATLANTA,1,30,PM,2,45,PM,2016-01-19,Marquita Gibbs,Routine,2,448815,91,A,Food_2015,2016-01-19T13:30:00Z,2016-01-19T14:45:00Z,1.25
 BENTLEY SQUARE, 3884 LAVISTA ROAD, TUCKER,8,40,PM,9,50,PM,2017-08-11,Sheila Sims,Routine,2,447020,95,A,Food_2015,2017-08-11T20:40:00Z,2017-08-11T21:50:00Z,1.1666666666666667
 BENTLEY SQUARE, 3884 LAVISTA ROAD, TUCKER,8,40,PM,9,50,PM,2017-08-11,Sheila Sims,Routine,2,447020,100,A,Food_2015,2017-08-11T20:40:00Z,2017-08-11T21:50:00Z,1.1666666666666667
 BENTLEY SQUARE, 3884 LAVISTA ROAD, TUCKER,7,30,AM,8,50,AM,2016-10-20,Shelia W. Sims,Routine,2,447020,88,B,Food_2015,2016-10-20T07:30:00Z,2016-10-20T08:50:00Z,1.3333333333333333
 BENTON HOUSE OF DECATUR, 2711 LAWRENCEVILLE HIGHWAY, DECATUR,10,20,AM,11,10,AM,2017-09-19,Within 60 Days of Permitting,Initial,2,888175,100,A,Food_2015,2017-09-19T10:20:00Z,2017-09-19T11:10:00Z,0.8333333333333334
 BERMAN COMMONS ASSISTED LIVING AND MEMORY CARE, 2012 WOMACK ROAD, DUNWOODY,10,45,AM,12,0,PM,2017-04-17,Ranada Echols,Routine,2,886774,100,A,Food_2015,2017-04-17T10:45:00Z,2017-04-17T12:00:00Z,1.25
 BERMAN COMMONS ASSISTED LIVING AND MEMORY CARE, 2012 WOMACK ROAD, DUNWOODY,11,5,AM,2,20,PM,2016-08-15,Owen W. Watkson exp 4/7/2021,Routine,2,886774,84,B,Food_2015,2016-08-15T11:05:00Z,2016-08-15T14:20:00Z,3.25
 BEST BBQ," 5150 BUFORD HWY, B199- SPACE 4", DORAVILLE,11,0,AM,12,30,PM,2017-08-10,Wing Loi Tang,Routine,2,888149,94,A,Food_2015,2017-08-10T11:00:00Z,2017-08-10T12:30:00Z,1.5
 BEST BBQ," 5150 BUFORD HWY, B199- SPACE 4", DORAVILLE,11,0,AM,1,30,PM,2017-07-11,Pui Lam Chan,Routine,2,888149,76,C,Food_2015,2017-07-11T11:00:00Z,2017-07-11T13:30:00Z,2.5
 BEST BBQ," 5150 BUFORD HWY, B199- SPACE 4", DORAVILLE,2,30,PM,3,30,PM,2016-05-20,Pui Lam chan,Initial,2,888149,97,A,Food_2015,2016-05-20T14:30:00Z,2016-05-20T15:30:00Z,1
 BEST BBQ," 5150 BUFORD HWY, B199- SPACE 4", DORAVILLE,2,30,PM,3,30,PM,2016-05-20,Pui Lam chan,Initial,2,888149,100,A,Food_2015,2016-05-20T14:30:00Z,2016-05-20T15:30:00Z,1
 BEST CHINA, 5260 MEMORIAL DRIVE STE 1205A, STONE MOUNTAIN,12,15,PM,1,30,PM,2017-04-04,Jian Lin,Routine,2,887812,97,A,Food_2015,2017-04-04T12:15:00Z,2017-04-04T13:30:00Z,1.25
 BEST CHINA, 5260 MEMORIAL DRIVE STE 1205A, STONE MOUNTAIN,2,5,PM,3,15,PM,2016-10-11,Jian Lin,Routine,2,887812,91,A,Food_2015,2016-10-11T14:05:00Z,2016-10-11T15:15:00Z,1.1666666666666667
 BEST CHINA, 5260 MEMORIAL DRIVE STE 1205A, STONE MOUNTAIN,11,15,AM,12,25,PM,2016-04-11,Jian Lin,Routine,2,887812,90,A,Food_2015,2016-04-11T11:15:00Z,2016-04-11T12:25:00Z,1.1666666666666667
 BEST NOODLE WORLD & SEAFOOD, 1363 CLAIRMONT ROAD, DECATUR,2,10,PM,4,5,PM,2017-06-02,Natcha Ingram 07/23/21,Follow-Up,2,888077,88,B,Food_2015,2017-06-02T14:10:00Z,2017-06-02T16:05:00Z,1.9166666666666667
 BEST NOODLE WORLD & SEAFOOD, 1363 CLAIRMONT ROAD, DECATUR,11,15,AM,2,20,PM,2017-05-16,Natacga Ingram,Routine,2,888077,76,C,Food_2015,2017-05-16T11:15:00Z,2017-05-16T14:20:00Z,3.0833333333333335
 BEST NOODLE WORLD & SEAFOOD, 1363 CLAIRMONT ROAD, DECATUR,4,35,PM,6,10,PM,2016-12-20,Elizabeth Jobson 05/11/17,Follow-Up,2,888077,81,B,Food_2015,2016-12-20T16:35:00Z,2016-12-20T18:10:00Z,1.5833333333333333
 BEST NOODLE WORLD & SEAFOOD, 1363 CLAIRMONT ROAD, DECATUR,1,30,PM,4,35,PM,2016-12-13,Elizabeth Jobson 05/11/17,Routine,2,888077,60,U,Food_2015,2016-12-13T13:30:00Z,2016-12-13T16:35:00Z,3.0833333333333335
 BEST NOODLE WORLD & SEAFOOD, 1363 CLAIRMONT ROAD, DECATUR,11,0,AM,1,15,PM,2016-07-06,Elizabeth Jobson 05/11/17,Routine,2,888077,90,A,Food_2015,2016-07-06T11:00:00Z,2016-07-06T13:15:00Z,2.25
 BEST NOODLE WORLD & SEAFOOD, 1363 CLAIRMONT ROAD, DECATUR,10,45,AM,12,25,PM,2016-04-01,Elizabeth Jobson 05/11/17,Initial,2,888077,100,A,Food_2015,2016-04-01T10:45:00Z,2016-04-01T12:25:00Z,1.6666666666666667
 BETHUNE MIDDLE SCHOOL, 5200 COVINGTON HIGHWAY, DECATUR,11,20,AM,1,20,PM,2017-08-25,Harry Jackson,Routine,2,668036,95,A,Food_2015,2017-08-25T11:20:00Z,2017-08-25T13:20:00Z,2
