establishment.name,address,city,time.in.h,time.in.m,time.in.ampm,time.out.h,time.out.m,time.out.ampm,inspection.date,cfsm,purpose.of.inspection,risk.type,permit.number,current.score,current.grade,template_type,date_time_in,date_time_out,inspection_duration
 BETHUNE MIDDLE SCHOOL, 5200 COVINGTON HIGHWAY, DECATUR,10,40,AM,1,0,PM,2017-02-14,Harry Jackson,Routine,2,668036,92,A,Food_2015,2017-02-14T10:40:00Z,2017-02-14T13:00:00Z,2.3333333333333335
 BETHUNE MIDDLE SCHOOL, 5200 COVINGTON HIGHWAY, DECATUR,9,15,AM,11,10,AM,2016-09-09,Harry Jackson,Routine,2,668036,85,B,Food_2015,2016-09-09T09:15:00Z,2016-09-09T11:10:00Z,1.9166666666666667
 BETHUNE MIDDLE SCHOOL, 5200 COVINGTON HIGHWAY, DECATUR,9,0,AM,11,0,AM,2016-03-08,Harry Jackson,Routine,2,668036,96,A,Food_2015,2016-03-08T09:00:00Z,2016-03-08T11:00:00Z,2
 BETHUNE MIDDLE SCHOOL, 5200 COVINGTON HIGHWAY, DECATUR,11,30,AM,1,35,PM,2015-10-30,Harry Jackson,Routine,1,668036,100,A,Food_2015,2015-10-30T11:30:00Z,2015-10-30T13:35:00Z,2.0833333333333335
 BETHUNE MIDDLE SCHOOL FAK FOOD PREP SITE, 5200 COVINGTON HIGHWAY, DECATUR,11,10,AM,12,10,PM,2017-07-26,Harry Jackson 1.15.2021,Routine,1,881774,100,A,Food_2015,2017-07-26T11:10:00Z,2017-07-26T12:10:00Z,1
 BETHUNE MIDDLE SCHOOL FAK FOOD PREP SITE, 5200 COVINGTON HIGHWAY, DECATUR,11,30,AM,12,15,AM,2017-06-27,Georgia Lofton,Routine,2,881774,100,A,Food_2015,2017-06-27T11:30:00Z,2017-06-27T00:15:00Z,-11.25
 BEV JERK CENTER, 4598-A MEMORIAL DRIVE, DECATUR,3,0,PM,4,25,PM,2017-03-23,Frederic E. Woods,Routine,2,449380,87,B,Food_2015,2017-03-23T15:00:00Z,2017-03-23T16:25:00Z,1.4166666666666667
 BEV JERK CENTER, 4598-A MEMORIAL DRIVE, DECATUR,1,25,PM,2,50,PM,2016-11-14,Frederic E. Woods,Routine,2,449380,84,B,Food_2015,2016-11-14T13:25:00Z,2016-11-14T14:50:00Z,1.4166666666666667
 BEV JERK CENTER, 4598-A MEMORIAL DRIVE, DECATUR,11,5,AM,12,50,PM,2016-06-09,Frederic E. Woods,Routine,2,449380,83,B,Food_2015,2016-06-09T11:05:00Z,2016-06-09T12:50:00Z,1.75
 BEV JERK CENTER, 4598-A MEMORIAL DRIVE, DECATUR,12,55,PM,2,45,PM,2016-02-09,Anthony Blackwood,Routine,2,449380,80,B,Food_2015,2016-02-09T12:55:00Z,2016-02-09T14:45:00Z,1.8333333333333333
 BIG C'S CHICAGO KITCHEN, 8610 ROSWELL ROAD SUITE 470, ATLANTA,10,30,AM,11,0,AM,2017-08-14,Curt Czajkoski,Initial,2,889146,95,A,Food_2015,2017-08-14T10:30:00Z,2017-08-14T11:00:00Z,0.5
 BIG DADDY'S KITCHEN, 2504 CANDLER ROAD, DECATUR,1,40,PM,4,25,PM,2017-11-02,Shameka Wilson expt 7-28-18,Routine,2,886684,61,U,Food_2015,2017-11-02T13:40:00Z,2017-11-02T16:25:00Z,2.75
 BIG DADDY'S KITCHEN, 2504 CANDLER ROAD, DECATUR,12,40,PM,2,20,PM,2017-01-27,Shameka Wilson 7/27/21,Follow-Up,2,886684,89,B,Food_2015,2017-01-27T12:40:00Z,2017-01-27T14:20:00Z,1.6666666666666667
 BIG DADDY'S KITCHEN, 2504 CANDLER ROAD, DECATUR,1,35,PM,3,20,PM,2016-11-28,1-2B,Routine,2,886684,70,C,Food_2015,2016-11-28T13:35:00Z,2016-11-28T15:20:00Z,1.75
 BIG DADDY'S KITCHEN, 2504 CANDLER ROAD, DECATUR,11,40,AM,1,35,PM,2016-07-20,Kanifya Lamar exp 2018,Routine,2,886684,85,B,Food_2015,2016-07-20T11:40:00Z,2016-07-20T13:35:00Z,1.9166666666666667
 BIG DADDY'S KITCHEN, 2504 CANDLER ROAD, DECATUR,2,0,PM,4,40,PM,2016-02-02,Kanifya Lamar exp. 2018,Routine,2,886684,70,C,Food_2015,2016-02-02T14:00:00Z,2016-02-02T16:40:00Z,2.6666666666666665
 BIG ROCK CAFE, STONE MOUNTAIN PARK, STONE MOUNTAIN,12,15,PM,1,50,PM,2016-10-14,Karen Kromwell,Routine,2,447339,88,B,Food_2015,2016-10-14T12:15:00Z,2016-10-14T13:50:00Z,1.5833333333333333
 BIG TEX, 308 WEST PONCE DE LEON AVENUE SUITE H, DECATUR,10,55,AM,1,5,PM,2017-07-03,Eric Guillot,Initial,2,889055,100,A,Food_2015,2017-07-03T10:55:00Z,2017-07-03T13:05:00Z,2.1666666666666665
 BIG WONG BBQ & GRILL," 5000 BUFORD HIGHWAY, SUITE 108", CHAMBLEE,4,10,PM,5,45,PM,2017-07-06,Stephen Lo; exp. 10/2017,Routine,3,887854,88,B,Food_2015,2017-07-06T16:10:00Z,2017-07-06T17:45:00Z,1.5833333333333333
 BIG WONG BBQ & GRILL," 5000 BUFORD HIGHWAY, SUITE 108", CHAMBLEE,11,0,AM,12,30,PM,2016-10-21,Stephen Lo,Routine,3,887854,91,A,Food_2015,2016-10-21T11:00:00Z,2016-10-21T12:30:00Z,1.5
 BIG WONG BBQ & GRILL," 5000 BUFORD HIGHWAY, SUITE 108", CHAMBLEE,2,15,PM,3,20,PM,2016-08-17,Stephen Lo,Initial,2,887854,100,A,Food_2015,2016-08-17T14:15:00Z,2016-08-17T15:20:00Z,1.0833333333333333
 BIGELOW'S BAR & GRILL," 2564 GRESHAM ROAD, SE", ATLANTA,3,25,PM,5,25,PM,2017-05-10,Mundy Alexander exp 4/16/18,Routine,2,448859,81,B,Food_2015,2017-05-10T15:25:00Z,2017-05-10T17:25:00Z,2
 BIGELOW'S BAR & GRILL," 2564 GRESHAM ROAD, SE", ATLANTA,3,5,PM,5,10,PM,2016-06-03,Mundy III Alexander,Routine,2,448859,88,B,Food_2015,2016-06-03T15:05:00Z,2016-06-03T17:10:00Z,2.0833333333333335
 BILLY BOB'S NEW SECRETS, 3962 LAWRENCEVILLE HIGHWAY, TUCKER,1,30,PM,3,0,PM,2017-05-01,Thomas Richardson,Routine,2,446482,97,A,Food_2015,2017-05-01T13:30:00Z,2017-05-01T15:00:00Z,1.5
 BILLY BOB'S NEW SECRETS, 3962 LAWRENCEVILLE HIGHWAY, TUCKER,2,15,PM,3,20,PM,2016-11-01,Thsdomas Richardson,Routine,2,446482,91,A,Food_2015,2016-11-01T14:15:00Z,2016-11-01T15:20:00Z,1.0833333333333333
 BILLY BOB'S NEW SECRETS, 3962 LAWRENCEVILLE HIGHWAY, TUCKER,12,55,PM,2,30,PM,2016-02-18,Thomas Richardson,Routine,2,446482,96,A,Food_2015,2016-02-18T12:55:00Z,2016-02-18T14:30:00Z,1.5833333333333333
 BIRANI POINT, 3647 MARKET STREET, CLARKSTON,1,55,PM,3,0,PM,2017-10-13,Required within 60 days,Initial,2,889195,90,A,Food_2015,2017-10-13T13:55:00Z,2017-10-13T15:00:00Z,1.0833333333333333
 BISMILLAH GRILL & MINI CHINESE," 4301 BUFORD HIGHWAY, SUITE C", CHAMBLEE,2,45,PM,4,15,PM,2017-09-07,Shafayet Hossain,Routine,2,888595,72,C,Food_2015,2017-09-07T14:45:00Z,2017-09-07T16:15:00Z,1.5
 BISMILLAH GRILL & MINI CHINESE," 4301 BUFORD HIGHWAY, SUITE C", CHAMBLEE,12,35,PM,3,15,PM,2017-03-02,None - Violation,Follow-Up,2,888595,83,B,Food_2015,2017-03-02T12:35:00Z,2017-03-02T15:15:00Z,2.6666666666666665
 BISMILLAH GRILL & MINI CHINESE," 4301 BUFORD HIGHWAY, SUITE C", CHAMBLEE,2,25,PM,6,50,PM,2017-02-22,None - Violation,Routine,2,888595,56,U,Food_2015,2017-02-22T14:25:00Z,2017-02-22T18:50:00Z,4.416666666666667
 BISMILLAH GRILL & MINI CHINESE," 4301 BUFORD HIGHWAY, SUITE C", CHAMBLEE,9,30,AM,10,25,AM,2016-10-03,Within 60 Days of Permitting,Initial,2,888595,100,A,Food_2015,2016-10-03T09:30:00Z,2016-10-03T10:25:00Z,0.9166666666666666
 BISSI RESTAURANT & LOUNGE," 5475 MEMORIAL DRIVE, SUITE D", STONE MOUNTAIN,2,45,PM,3,55,PM,2016-11-16,Fatoumata Balde,Initial,2,888408,92,A,Food_2015,2016-11-16T14:45:00Z,2016-11-16T15:55:00Z,1.1666666666666667
 BLACKSTONE CAFE," 1797 NORTHEAST EXPRESSWAY, SUITE 227", ATLANTA,1,0,PM,1,55,PM,2017-02-01,Mi Kyung 11/23/18,Routine,2,885730,88,B,Food_2015,2017-02-01T13:00:00Z,2017-02-01T13:55:00Z,0.9166666666666666
 BLACKSTONE CAFE," 1797 NORTHEAST EXPRESSWAY, SUITE 227", ATLANTA,7,25,AM,8,55,AM,2016-07-15,Mi Kyung Park 11/23/18,Routine,2,885730,85,B,Food_2015,2016-07-15T07:25:00Z,2016-07-15T08:55:00Z,1.5
 BLACKSTONE CAFE," 1797 NORTHEAST EXPRESSWAY, SUITE 227", ATLANTA,11,25,AM,1,55,PM,2016-01-14,Mi Kyung Park 11/23/18,Routine,2,885730,91,A,Food_2015,2016-01-14T11:25:00Z,2016-01-14T13:55:00Z,2.5
 BLAXICAN FOOD TRUCK," 2880 HOLCOMB BRIDGE ROAD, STE 184", ALPHARETTA,5,15,PM,6,5,PM,2017-04-19,Maria Reaves,Follow-Up,2,888434,89,B,Food_2015,2017-04-19T17:15:00Z,2017-04-19T18:05:00Z,0.8333333333333334
 BLAXICAN FOOD TRUCK," 2880 HOLCOMB BRIDGE ROAD, STE 184", ALPHARETTA,5,15,PM,6,25,PM,2017-04-12,Maria Reaves,Routine,1,888434,79,C,Food_2015,2017-04-12T17:15:00Z,2017-04-12T18:25:00Z,1.1666666666666667
 BLAXICAN FOOD TRUCK," 2880 HOLCOMB BRIDGE ROAD, STE 184", ALPHARETTA,7,20,AM,8,30,AM,2016-07-29,within days,Routine,2,888434,96,A,Food_2015,2016-07-29T07:20:00Z,2016-07-29T08:30:00Z,1.1666666666666667
 BLAZE PIZZA, 2131 NORTH DECATUR ROAD, DECATUR,12,0,PM,12,35,PM,2017-08-29,Grant Watkins,Initial,2,888802,100,A,Food_2015,2017-08-29T12:00:00Z,2017-08-29T12:35:00Z,0.5833333333333334
 BLAZIN JERK CAFE, 1820 AUSTIN DRIVE, DECATUR,12,20,PM,2,15,PM,2017-07-19,Deuntavious Arnold exp 9/15/20,Routine,2,887927,86,B,Food_2015,2017-07-19T12:20:00Z,2017-07-19T14:15:00Z,1.9166666666666667
 BLAZIN JERK CAFE, 1820 AUSTIN DRIVE, DECATUR,12,45,PM,3,0,PM,2017-03-01,Deuntavious Arnold,Routine,2,887927,70,C,Food_2015,2017-03-01T12:45:00Z,2017-03-01T15:00:00Z,2.25
 BLAZIN JERK CAFE, 1820 AUSTIN DRIVE, DECATUR,1,25,PM,3,10,PM,2016-06-21,NOT IN COMPLIANCE,Routine,2,887927,87,B,Food_2015,2016-06-21T13:25:00Z,2016-06-21T15:10:00Z,1.75
 BLAZIN JERK CAFE, 1820 AUSTIN DRIVE, DECATUR,2,0,PM,3,45,PM,2016-02-15,60 Day Deadline,Initial,2,887927,100,A,Food_2015,2016-02-15T14:00:00Z,2016-02-15T15:45:00Z,1.75
 BLIMPIE," 2680 BOULDERCREST ROAD, SUITE B", ATLANTA,1,45,PM,2,45,PM,2017-10-10,Alganese Tessema 8/18/21,Follow-Up,1,883220,100,A,Food_2015,2017-10-10T13:45:00Z,2017-10-10T14:45:00Z,1
 BLIMPIE," 2680 BOULDERCREST ROAD, SUITE B", ATLANTA,12,15,PM,1,25,PM,2017-09-26,Alganese Tessema 8/18/21,Routine,2,883220,66,U,Food_2015,2017-09-26T12:15:00Z,2017-09-26T13:25:00Z,1.1666666666666667
 BLIMPIE," 2680 BOULDERCREST ROAD, SUITE B", ATLANTA,1,20,PM,3,30,PM,2017-03-03,Alganeshe Tessema,Routine,2,883220,85,B,Food_2015,2017-03-03T13:20:00Z,2017-03-03T15:30:00Z,2.1666666666666665
 BLIMPIE," 2680 BOULDERCREST ROAD, SUITE B", ATLANTA,3,0,PM,4,40,PM,2016-08-24,NOT IN COMPLIANCE,Follow-Up,2,883220,76,C,Food_2015,2016-08-24T15:00:00Z,2016-08-24T16:40:00Z,1.6666666666666667
 BLIMPIE," 2680 BOULDERCREST ROAD, SUITE B", ATLANTA,12,35,PM,2,10,PM,2016-07-15,30 Day Deadline,Routine,2,883220,70,C,Food_2015,2016-07-15T12:35:00Z,2016-07-15T14:10:00Z,1.5833333333333333
 BLIMPIE SUBS & SALADS," 4919 FLAT SHOALS PARKWAY, SUITE 212", DECATUR,12,45,PM,2,0,PM,2017-02-13,Kirit Patel expired 12/2016,Routine,1,448823,81,B,Food_2015,2017-02-13T12:45:00Z,2017-02-13T14:00:00Z,1.25
 BLIMPIE SUBS & SALADS," 4919 FLAT SHOALS PARKWAY, SUITE 212", DECATUR,3,10,PM,3,55,PM,2016-02-22,Kirit Patel 12/2016,Routine,1,448823,95,A,Food_2015,2016-02-22T15:10:00Z,2016-02-22T15:55:00Z,0.75
 BLISS," 5471 MEMORIAL DRIVE, SUITE A", STONE MOUNTAIN,9,20,PM,11,25,PM,2016-09-03,Robert Denmon exp 6/2/17,Routine,2,885573,85,B,Food_2015,2016-09-03T21:20:00Z,2016-09-03T23:25:00Z,2.0833333333333335
 BLISS, 1445 OXFORD ROAD, ATLANTA,5,30,PM,6,15,PM,2016-12-01,Zachary Jones 07/20/21,Routine,1,888399,84,B,Food_2015,2016-12-01T17:30:00Z,2016-12-01T18:15:00Z,0.75
 BLISS, 1445 OXFORD ROAD, ATLANTA,11,5,AM,11,50,AM,2016-09-15,Facility Has 60 Days,Initial,1,888399,100,A,Food_2015,2016-09-15T11:05:00Z,2016-09-15T11:50:00Z,0.75
 BLUE RIBBON GRILL, 4006 LAVISTA ROAD, TUCKER,11,20,AM,1,25,PM,2017-07-19,Edward W. Kennedy,Routine,2,884419,86,B,Food_2015,2017-07-19T11:20:00Z,2017-07-19T13:25:00Z,2.0833333333333335
 BLUE RIBBON GRILL, 4006 LAVISTA ROAD, TUCKER,3,0,PM,4,35,PM,2017-01-04,Edward W. Kennedy,Routine,2,884419,97,A,Food_2015,2017-01-04T15:00:00Z,2017-01-04T16:35:00Z,1.5833333333333333
 BLUE RIBBON GRILL, 4006 LAVISTA ROAD, TUCKER,11,20,AM,1,10,PM,2016-07-25,"Edward J Smyke, Jr.",Routine,2,884419,91,A,Food_2015,2016-07-25T11:20:00Z,2016-07-25T13:10:00Z,1.8333333333333333
 BLUE RIBBON GRILL, 4006 LAVISTA ROAD, TUCKER,11,40,AM,2,25,PM,2016-02-22,"Edward J Smyke, Jr.",Routine,2,884419,84,B,Food_2015,2016-02-22T11:40:00Z,2016-02-22T14:25:00Z,2.75
 BLUE ROOM," 2617 PANOLA ROAD, SUITE 105", LITHONIA,6,0,PM,8,30,PM,2016-09-30,Raja Warfield,Follow-Up,2,887737,73,C,Food_2015,2016-09-30T18:00:00Z,2016-09-30T20:30:00Z,2.5
 BLUE ROOM," 2617 PANOLA ROAD, SUITE 105", LITHONIA,5,5,PM,7,25,PM,2016-09-16,Raja Warfield,Routine,2,887737,69,U,Food_2015,2016-09-16T17:05:00Z,2016-09-16T19:25:00Z,2.3333333333333335
 BLUE ROOM," 2617 PANOLA ROAD, SUITE 105", LITHONIA,1,15,PM,2,10,PM,2016-01-05,Derville Walker,Initial,2,887737,92,A,Food_2015,2016-01-05T13:15:00Z,2016-01-05T14:10:00Z,0.9166666666666666
 BLUEBIRD CANTINA INC.dba LA FONDA LATINA, 1639 MCLENDON AVENUE, ATLANTA,2,50,PM,4,55,PM,2017-05-10,Jose Lopez,Routine,2,446226,88,B,Food_2015,2017-05-10T14:50:00Z,2017-05-10T16:55:00Z,2.0833333333333335
 BLUEBIRD CANTINA INC.dba LA FONDA LATINA, 1639 MCLENDON AVENUE, ATLANTA,1,20,PM,3,30,PM,2016-12-20,Jose Lopez,Routine,2,446226,86,B,Food_2015,2016-12-20T13:20:00Z,2016-12-20T15:30:00Z,2.1666666666666665
 BLUETOP, 5362 PEACHTREE ROAD, CHAMBLEE,11,50,AM,12,25,PM,2017-08-15,Required within 60 days,Initial,2,889039,98,A,Food_2015,2017-08-15T11:50:00Z,2017-08-15T12:25:00Z,0.5833333333333334
 BO BA BEE, 5150 BUFORD HIGHWAY SUITE C150, DORAVILLE,12,25,PM,1,15,PM,2017-03-27,Required within 60 days,Routine,1,888776,91,A,Food_2015,2017-03-27T12:25:00Z,2017-03-27T13:15:00Z,0.8333333333333334
 BO BA BEE, 5150 BUFORD HIGHWAY SUITE C150, DORAVILLE,1,5,PM,2,0,PM,2017-02-08,Required within 60 days,Initial,1,888776,100,A,Food_2015,2017-02-08T13:05:00Z,2017-02-08T14:00:00Z,0.9166666666666666
 BO BO GARDEN, 5181 BUFORD HIGHWAY NE, ATLANTA,12,30,PM,2,50,PM,2017-08-23,Yi Rong Chen(3/2/19),Follow-Up,3,887057,85,B,Food_2015,2017-08-23T12:30:00Z,2017-08-23T14:50:00Z,2.3333333333333335
 BO BO GARDEN, 5181 BUFORD HIGHWAY NE, ATLANTA,11,20,AM,2,45,PM,2017-07-28,Yi Rong Chen (3/2/19),Routine,3,887057,73,C,Food_2015,2017-07-28T11:20:00Z,2017-07-28T14:45:00Z,3.4166666666666665
 BO BO GARDEN, 5181 BUFORD HIGHWAY NE, ATLANTA,1,10,PM,3,45,PM,2017-01-11,Yi Rong Chen (3/2/19),Routine,3,887057,80,B,Food_2015,2017-01-11T13:10:00Z,2017-01-11T15:45:00Z,2.5833333333333335
 BO BO GARDEN, 5181 BUFORD HIGHWAY NE, ATLANTA,1,0,PM,3,50,PM,2016-01-13,Yi Rong Chen,Routine,2,887057,83,B,Food_2015,2016-01-13T13:00:00Z,2016-01-13T15:50:00Z,2.8333333333333335
 BOARDWALK CAFE, 4800 BRIARCLIFF ROAD NE SUITE 1020, ATLANTA,3,15,PM,4,0,PM,2017-05-19,within 30 days,Routine,1,888799,91,A,Food_2015,2017-05-19T15:15:00Z,2017-05-19T16:00:00Z,0.75
 BOARDWALK CAFE, 4800 BRIARCLIFF ROAD NE SUITE 1020, ATLANTA,12,5,PM,12,45,PM,2017-04-21,Required within 60 days,Initial,1,888799,100,A,Food_2015,2017-04-21T12:05:00Z,2017-04-21T12:45:00Z,0.6666666666666666
 BOB MATHIS ELEMENTARY SCHOOL, 3505 BORING ROAD, DECATUR,10,50,AM,11,55,AM,2017-03-27,Brad Joseph 4/2021,Routine,2,660942,92,A,Food_2015,2017-03-27T10:50:00Z,2017-03-27T11:55:00Z,1.0833333333333333
 BOB MATHIS ELEMENTARY SCHOOL, 3505 BORING ROAD, DECATUR,7,20,AM,9,0,AM,2016-10-20,Brad Joseph exp. 8/2016,Routine,2,660942,87,B,Food_2015,2016-10-20T07:20:00Z,2016-10-20T09:00:00Z,1.6666666666666667
 BOB MATHIS ELEMENTARY SCHOOL, 3505 BORING ROAD, DECATUR,9,45,AM,10,40,AM,2016-04-14,Brad Joseph 8/2016,Routine,2,660942,96,A,Food_2015,2016-04-14T09:45:00Z,2016-04-14T10:40:00Z,0.9166666666666666
 BOB MATHIS ELEMENTARY SCHOOL, 3505 BORING ROAD, DECATUR,10,15,AM,11,25,AM,2015-12-14,Brad Joseph 8/2016,Routine,2,660942,93,A,Food_2015,2015-12-14T10:15:00Z,2015-12-14T11:25:00Z,1.1666666666666667
 BOJANGLES, 3336 LAWRENCEVILLE HIGHWAY, TUCKER,7,30,AM,9,50,AM,2017-05-16,Adrian Kuykendall,Routine,2,886788,81,B,Food_2015,2017-05-16T07:30:00Z,2017-05-16T09:50:00Z,2.3333333333333335
 BOJANGLES, 3336 LAWRENCEVILLE HIGHWAY, TUCKER,7,35,AM,8,45,AM,2016-11-17,Tamika Neals,Routine,2,886788,95,A,Food_2015,2016-11-17T07:35:00Z,2016-11-17T08:45:00Z,1.1666666666666667
 BOJANGLES, 3336 LAWRENCEVILLE HIGHWAY, TUCKER,2,50,PM,4,15,PM,2016-05-02,Chakiley R. Scott,Routine,2,886788,91,A,Food_2015,2016-05-02T14:50:00Z,2016-05-02T16:15:00Z,1.4166666666666667
 BOJANGLES, 3150 TURNER HILL ROAD, LITHONIA,7,40,AM,8,55,AM,2017-09-21,within 60 days,Initial,2,888429,98,A,Food_2015,2017-09-21T07:40:00Z,2017-09-21T08:55:00Z,1.25
 BOJANGLES CHICKEN N BISCUITS, 2695 PANOLA ROAD, LITHONIA,12,0,PM,1,35,PM,2017-05-08,Mary E. Beck,Routine,2,886989,95,A,Food_2015,2017-05-08T12:00:00Z,2017-05-08T13:35:00Z,1.5833333333333333
 BOJANGLES CHICKEN N BISCUITS, 2695 PANOLA ROAD, LITHONIA,3,35,PM,5,0,PM,2016-11-15,Les Parker,Routine,2,886989,93,A,Food_2015,2016-11-15T15:35:00Z,2016-11-15T17:00:00Z,1.4166666666666667
 BOJANGLES CHICKEN N BISCUITS, 2695 PANOLA ROAD, LITHONIA,8,30,AM,10,50,AM,2016-03-11,Les Parker,Routine,2,886989,86,B,Food_2015,2016-03-11T08:30:00Z,2016-03-11T10:50:00Z,2.3333333333333335
 BOJANGLES', 5884 BUFORD HIGHWAY, DORAVILLE,1,35,PM,2,10,PM,2017-09-14,George Snider,Routine,2,887543,100,A,Food_2015,2017-09-14T13:35:00Z,2017-09-14T14:10:00Z,0.5833333333333334
 BOJANGLES', 5884 BUFORD HIGHWAY, DORAVILLE,3,0,PM,4,5,PM,2017-03-28,George Snider,Routine,2,887543,100,A,Food_2015,2017-03-28T15:00:00Z,2017-03-28T16:05:00Z,1.0833333333333333
 BOJANGLES', 5884 BUFORD HIGHWAY, DORAVILLE,10,5,AM,12,5,PM,2016-08-23,Zaveer Saoon exp 12/2020,Routine,2,887543,90,A,Food_2015,2016-08-23T10:05:00Z,2016-08-23T12:05:00Z,2
 BOJANGLES', 5884 BUFORD HIGHWAY, DORAVILLE,10,45,AM,11,40,AM,2016-02-03,Required w/in 60 days,Initial,2,887543,99,A,Food_2015,2016-02-03T10:45:00Z,2016-02-03T11:40:00Z,0.9166666666666666
 BOLLYWOOD ZING," 2772 CUMBERLAND BOULEVARD, SE", SMYRNA,5,35,PM,6,5,PM,2017-04-13,Sailesh Makhijani,Routine,2,887821,83,B,Food_2015,2017-04-13T17:35:00Z,2017-04-13T18:05:00Z,0.5
 BOLLYWOOD ZING," 2772 CUMBERLAND BOULEVARD, SE", SMYRNA,10,40,AM,11,55,AM,2016-06-12,Sailesh Makh Jani exp 12/15/17,Follow-Up,1,887821,88,B,Food_2015,2016-06-12T10:40:00Z,2016-06-12T11:55:00Z,1.25
 BOLLYWOOD ZING," 2772 CUMBERLAND BOULEVARD, SE", SMYRNA,10,40,AM,11,55,AM,2016-06-12,Sailesh Makh Jani exp 12/15/17,Follow-Up,1,887821,100,A,Food_2015,2016-06-12T10:40:00Z,2016-06-12T11:55:00Z,1.25
 BON APETTIT BISTRO 1," 1200 ASHWOOD PARKWAY, SUITE L10", ATLANTA,11,35,AM,12,45,PM,2017-06-08,Maryam Yasaman Akhavein,Routine,2,449409,92,A,Food_2015,2017-06-08T11:35:00Z,2017-06-08T12:45:00Z,1.1666666666666667
 BON APETTIT BISTRO 1," 1200 ASHWOOD PARKWAY, SUITE L10", ATLANTA,10,10,AM,11,10,AM,2016-10-17,Maryam Akhavein,Routine,2,449409,93,A,Food_2015,2016-10-17T10:10:00Z,2016-10-17T11:10:00Z,1
 BON APPETIT BISTRO III," 1 RAVINIA DRIVE, SUITE 100", ATLANTA,10,50,AM,12,0,PM,2017-07-10,Sepehr Bahrani,Routine,2,448877,91,A,Food_2015,2017-07-10T10:50:00Z,2017-07-10T12:00:00Z,1.1666666666666667
 BON APPETIT BISTRO III," 1 RAVINIA DRIVE, SUITE 100", ATLANTA,12,10,PM,2,15,PM,2016-08-09,Shahab Kianpour,Routine,2,448877,89,B,Food_2015,2016-08-09T12:10:00Z,2016-08-09T14:15:00Z,2.0833333333333335
 BON GLAZE," 3575 DURDEN DRIVE, SUITE 101", BROOKHAVEN,11,55,AM,2,5,PM,2017-08-30,Kennyy Keith,Routine,2,887704,87,B,Food_2015,2017-08-30T11:55:00Z,2017-08-30T14:05:00Z,2.1666666666666665
 BON GLAZE," 3575 DURDEN DRIVE, SUITE 101", BROOKHAVEN,2,55,PM,4,35,PM,2016-09-27,Kenny Ketih,Routine,2,887704,92,A,Food_2015,2016-09-27T14:55:00Z,2016-09-27T16:35:00Z,1.6666666666666667
 BON GLAZE," 3575 DURDEN DRIVE, SUITE 101", BROOKHAVEN,2,55,PM,4,35,PM,2016-09-27,Kenny Ketih,Routine,2,887704,100,A,Food_2015,2016-09-27T14:55:00Z,2016-09-27T16:35:00Z,1.6666666666666667
 BON GLAZE," 3575 DURDEN DRIVE, SUITE 101", BROOKHAVEN,10,15,AM,11,10,AM,2015-12-23,Kenny Keith,Initial,2,887704,100,A,Food_2015,2015-12-23T10:15:00Z,2015-12-23T11:10:00Z,0.9166666666666666
 BONEHEAD'S," 4511 OLDE PERIMETER WAY, SUITE 100", ATLANTA,1,5,PM,3,10,PM,2017-06-12,Steve Polgar (6/1/22),Routine,3,887711,81,B,Food_2015,2017-06-12T13:05:00Z,2017-06-12T15:10:00Z,2.0833333333333335
 BONEHEAD'S," 4511 OLDE PERIMETER WAY, SUITE 100", ATLANTA,11,50,AM,1,40,PM,2017-01-25,EXPIRED-Steve Polgar (10/19/16),Routine,3,887711,80,B,Food_2015,2017-01-25T11:50:00Z,2017-01-25T13:40:00Z,1.8333333333333333
 BONEHEAD'S," 4511 OLDE PERIMETER WAY, SUITE 100", ATLANTA,11,0,AM,12,35,PM,2016-07-25,Steve Polgar 10/19/16,Follow-Up,2,887711,87,B,Food_2015,2016-07-25T11:00:00Z,2016-07-25T12:35:00Z,1.5833333333333333
 BONEHEAD'S," 4511 OLDE PERIMETER WAY, SUITE 100", ATLANTA,3,40,PM,5,35,PM,2016-05-31,Tania Tazquez,Routine,2,887711,70,C,Food_2015,2016-05-31T15:40:00Z,2016-05-31T17:35:00Z,1.9166666666666667
 BORU BORU SUSHI," 1568 AVENUE PLACE, SUITE 160", ATLANTA,12,0,PM,3,15,PM,2017-10-24,Michael Hu,Routine,3,888177,90,A,Food_2015,2017-10-24T12:00:00Z,2017-10-24T15:15:00Z,3.25
 BORU BORU SUSHI," 1568 AVENUE PLACE, SUITE 160", ATLANTA,1,50,PM,3,55,PM,2017-03-20,Casey Cheng 03/31/20,Routine,2,888177,96,A,Food_2015,2017-03-20T13:50:00Z,2017-03-20T15:55:00Z,2.0833333333333335
 BORU BORU SUSHI," 1568 AVENUE PLACE, SUITE 160", ATLANTA,11,5,AM,1,10,PM,2016-11-22,Kasey Cheng 03/31/20,Routine,2,888177,93,A,Food_2015,2016-11-22T11:05:00Z,2016-11-22T13:10:00Z,2.0833333333333335
 BORU BORU SUSHI," 1568 AVENUE PLACE, SUITE 160", ATLANTA,11,0,AM,12,20,PM,2016-10-07,Facility Has 60 Days,Initial,2,888177,100,A,Food_2015,2016-10-07T11:00:00Z,2016-10-07T12:20:00Z,1.3333333333333333
 BOSTON JERK CENTER, 4411 COVINGTON HIGHWAY, DECATUR,11,10,AM,12,55,PM,2016-12-21,Doreen Palmer,Routine,3,884843,91,A,Food_2015,2016-12-21T11:10:00Z,2016-12-21T12:55:00Z,1.75
